text,followers_count,verified,listed_count,created_at,hashtags,name,popularity
JUST IN: President Joe Biden to sign an executive order this week related to #Bitcoin &amp; #cryptocurrency.,708059,True,1449,2022-03-07 20:54:59+00:00,"[{'text': 'Bitcoin', 'indices': [77, 85]}, {'text': 'cryptocurrency', 'indices': [92, 107]}]",Watcher.Guru,5488
JUST IN: The State of Florida has passed a bill to clarify state law and financial regulations regarding #Bitcoin &amp; #cryptocurrency,708059,True,1449,2022-03-07 21:17:20+00:00,"[{'text': 'Bitcoin', 'indices': [105, 113]}, {'text': 'cryptocurrency', 'indices': [120, 135]}]",Watcher.Guru,1468
Educate yourself on #cryptocurrency and you won’t be worried when these bearish accounts try to scared the sh*t out of you.,610961,True,2274,2022-03-07 13:51:08+00:00,"[{'text': 'cryptocurrency', 'indices': [20, 35]}]",David Gokhshtein,496
"“We've got some work to do here from a regulatory perspective. We got to get the markets to calm down a little bit,… https://t.co/5fL8GqPB3L",2437100,True,10788,2022-03-07 09:33:24+00:00,[],Bitcoin News,300
The Ukrainian government announces that $50 million in #cryptocurrency was raised within a week since Russia began… https://t.co/IxTM0Y3FyW,2437100,True,10788,2022-03-07 07:32:35+00:00,"[{'text': 'cryptocurrency', 'indices': [55, 70]}]",Bitcoin News,486
"""Could #bitcoin get to half a million dollars a coin? I believe it will,"" said the Skybridge Capital founder.… https://t.co/BcSB6njgRY",2437100,True,10788,2022-03-07 00:33:21+00:00,"[{'text': 'bitcoin', 'indices': [7, 15]}]",Bitcoin News,707
"Here’s facts. 

#cryptocurrency is a global thing. 

That’s all.",610961,True,2274,2022-03-07 19:38:05+00:00,"[{'text': 'cryptocurrency', 'indices': [16, 31]}]",David Gokhshtein,338
"#Crypto slips with $LUNA down 7%📉, $FTM losing 32% 📉 and #Bitcoin sliding to💲37,990. 

What's causing this downward… https://t.co/WhuYY3PGPy",1564890,True,6315,2022-03-07 15:00:00+00:00,"[{'text': 'Crypto', 'indices': [0, 7]}, {'text': 'Bitcoin', 'indices': [57, 65]}]",KUCOIN,314
"Market going down based on Biden’s announcement on #cryptocurrency, which is expected to happen this week. 

Have y… https://t.co/0Feh4iybrh",610961,True,2274,2022-03-07 19:36:46+00:00,"[{'text': 'cryptocurrency', 'indices': [51, 66]}]",David Gokhshtein,453
"$250 #Giveaway!

Guess the #animal and win $25!! 🤑

We'll select 10 correct answers randomly and award $25 to each… https://t.co/ZuBxD6fSUa",473758,True,142,2022-03-07 15:57:12+00:00,"[{'text': 'Giveaway', 'indices': [5, 14]}, {'text': 'animal', 'indices': [27, 34]}]",Gamdom.com,2619
"By giving customers easier access to buying, selling and holding #crypto, many businesses have seen increases in re… https://t.co/ldY3fLxaFS",2450481,True,12061,2022-03-07 17:11:19+00:00,"[{'text': 'crypto', 'indices': [65, 72]}]",Ripple,1897
#Crypto is a global asset class and an investment product. Trading crypto requires specific skills and cannot be co… https://t.co/jCgKtzFSyS,118990,True,234,2022-03-07 06:44:27+00:00,"[{'text': 'Crypto', 'indices': [0, 7]}]",Sumit Gupta (CoinDCX),1950
JUST IN: #Binance Charity has announced a $2.5 million #crypto donation to support UNICEF’s efforts in Ukraine.,708059,True,1449,2022-03-07 12:15:33+00:00,"[{'text': 'Binance', 'indices': [9, 17]}, {'text': 'crypto', 'indices': [55, 62]}]",Watcher.Guru,1321
JUST IN: FTX #crypto exchange has announced expansion into Europe after securing approval from regulators.,708059,True,1449,2022-03-07 11:30:07+00:00,"[{'text': 'crypto', 'indices': [13, 20]}]",Watcher.Guru,1686
JUST IN: Virginia Senate has passed a bill that allows banks to offer #Bitcoin &amp; #crypto custody services.,708059,True,1449,2022-03-07 20:08:41+00:00,"[{'text': 'Bitcoin', 'indices': [70, 78]}, {'text': 'crypto', 'indices': [85, 92]}]",Watcher.Guru,2198
"If you are truly bullish long term, then accumulating during this period is a gift. #bitcoin #crypto",916793,True,5533,2022-03-07 20:19:48+00:00,"[{'text': 'bitcoin', 'indices': [84, 92]}, {'text': 'crypto', 'indices': [93, 100]}]",Lark Davis,3145
"If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",1013019,True,3643,2022-03-07 08:31:01+00:00,"[{'text': 'crypto', 'indices': [25, 32]}]",The Moon,3104
The #crypto market is brutal right now. It just keeps beating investors down.,916793,True,5533,2022-03-07 01:57:57+00:00,"[{'text': 'crypto', 'indices': [4, 11]}]",Lark Davis,2715
Where can I spend #dogecoin? Learn how to spend #DOGE: https://t.co/eFEt5E6Mtb #crypto #bitpay https://t.co/3K3OjcMiOB,372255,True,2903,2022-03-07 18:00:02+00:00,"[{'text': 'dogecoin', 'indices': [18, 27]}, {'text': 'DOGE', 'indices': [48, 53]}, {'text': 'crypto', 'indices': [79, 86]}, {'text': 'bitpay', 'indices': [87, 94]}]",BitPay,981
"So many opportunities!🔥 Shill me the next x100 🚀

#crypto #BSCGems #altcoins",840626,True,213,2022-03-07 11:28:38+00:00,"[{'text': 'crypto', 'indices': [50, 57]}, {'text': 'BSCGems', 'indices': [58, 66]}, {'text': 'altcoins', 'indices': [67, 76]}]",Túlio,504
I want #crypto to pump 🚀,1013019,True,3643,2022-03-07 08:24:14+00:00,"[{'text': 'crypto', 'indices': [7, 14]}]",The Moon,2681
JUST IN: POTUS 🇺🇸 Biden to sign an executive order to outline the #crypto strategy this week.,1013019,True,3643,2022-03-07 19:36:08+00:00,"[{'text': 'crypto', 'indices': [66, 73]}]",The Moon,1097
"“We've got some work to do here from a regulatory perspective. We got to get the markets to calm down a little bit,… https://t.co/5fL8GqPB3L",2437100,True,10788,2022-03-07 09:33:24+00:00,[],Bitcoin News,300
The Ukrainian government announces that $50 million in #cryptocurrency was raised within a week since Russia began… https://t.co/IxTM0Y3FyW,2437100,True,10788,2022-03-07 07:32:35+00:00,"[{'text': 'cryptocurrency', 'indices': [55, 70]}]",Bitcoin News,486
Where can I spend #dogecoin? Learn how to spend #DOGE: https://t.co/eFEt5E6Mtb #crypto #bitpay https://t.co/3K3OjcMiOB,372255,True,2903,2022-03-07 18:00:02+00:00,"[{'text': 'dogecoin', 'indices': [18, 27]}, {'text': 'DOGE', 'indices': [48, 53]}, {'text': 'crypto', 'indices': [79, 86]}, {'text': 'bitpay', 'indices': [87, 94]}]",BitPay,981
"People asking me if I’m buying the dip, I just moved into a new house… I’m buying furniture! Lol but if I could buy… https://t.co/jJ1B0bccAX",215252,True,277,2022-03-07 19:27:44+00:00,[],SlumDOGE Millionaire,997
Where can I spend #dogecoin? Learn how to spend #DOGE: https://t.co/eFEt5E6Mtb #crypto #bitpay https://t.co/3K3OjcMiOB,372255,True,2903,2022-03-07 18:00:02+00:00,"[{'text': 'dogecoin', 'indices': [18, 27]}, {'text': 'DOGE', 'indices': [48, 53]}, {'text': 'crypto', 'indices': [79, 86]}, {'text': 'bitpay', 'indices': [87, 94]}]",BitPay,981
"📈 Compre #BabyDoge e outras #memecoins na #OKEX! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/0hM5NasL47",4541,True,19,2022-03-07 11:00:01+00:00,"[{'text': 'BabyDoge', 'indices': [9, 18]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEX', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]",OKX_Brasil (antiga OKEx),1311
"If you don't fear inflation, regulation, war, famine, complexity, competition, corruption, coercion, confiscation,… https://t.co/phov3IVECu",2260115,True,13279,2022-03-07 17:12:00+00:00,[],Michael Saylor⚡️,15421
CNN: India's young investors prefer #bitcoin over gold and 'boring' stocks. 🇮🇳,2227399,True,12889,2022-03-07 15:37:31+00:00,"[{'text': 'bitcoin', 'indices': [36, 44]}]",Bitcoin Magazine,6278
"JUST IN: Forbes says, “#Bitcoin  is showing the power of decentralized money.”",708059,True,1449,2022-03-07 10:58:00+00:00,"[{'text': 'Bitcoin', 'indices': [23, 31]}]",Watcher.Guru,4886
"“#Bitcoin is the only monetary asset ever, in the history of life itself.” — Strike CEO 👏

https://t.co/cvLhhNBRik",2227399,True,12889,2022-03-07 12:21:01+00:00,"[{'text': 'Bitcoin', 'indices': [1, 9]}]",Bitcoin Magazine,2689
#Bitcoin isn't just money. The #blockchain isn't a system of currency. It is a platform of trust. It is the concept… https://t.co/pbrb9MYAaN,714850,True,10668,2022-03-07 16:00:21+00:00,"[{'text': 'Bitcoin', 'indices': [0, 8]}, {'text': 'blockchain', 'indices': [31, 42]}]",Andreas,3454
Apple co-founder Steve Wozniak: #Bitcoin is mathematical purity. 🙌 https://t.co/a9irNg2wWx,2227399,True,12889,2022-03-07 00:29:52+00:00,"[{'text': 'Bitcoin', 'indices': [32, 40]}]",Bitcoin Magazine,6078
Lots of you have suffered from the recent crashes in stocks and #bitcoin. I love giving back to the community. If n… https://t.co/opLVbOWJ8b,650164,True,6804,2022-03-07 19:53:52+00:00,"[{'text': 'bitcoin', 'indices': [64, 72]}]",CRYPTO₿IRB,1584
BREAKING: A dormant address holding 407 #Bitcoin($15M) since 2013 was just activated after 8.3 years.,708059,True,1449,2022-03-07 06:48:12+00:00,"[{'text': 'Bitcoin', 'indices': [40, 48]}]",Watcher.Guru,5148
Apple Co-Founder Steve Wozniak: #Bitcoin is pure-gold mathematics.,265245,True,2150,2022-03-07 11:10:23+00:00,"[{'text': 'Bitcoin', 'indices': [32, 40]}]",Blockworks,4662
sent you money #Bitcoin @ladygundesaelf who’s next ? rt + done https://t.co/ijYqs8buv8,273463,True,461,2022-03-07 12:45:37+00:00,"[{'text': 'Bitcoin', 'indices': [15, 23]}]",JAYE CANE,618
"15,600,000 Bolivars.

The amount of money you need to buy a 5 pound chicken in Venezuela.

#Bitcoin fixes this. https://t.co/wAsI9fObCc",551101,True,5320,2022-03-07 16:42:37+00:00,"[{'text': 'Bitcoin', 'indices': [91, 99]}]",Dan Held,3812
"$250 #Giveaway!

Guess the #animal and win $25!! 🤑

We'll select 10 correct answers randomly and award $25 to each… https://t.co/ZuBxD6fSUa",473758,True,142,2022-03-07 15:57:12+00:00,"[{'text': 'Giveaway', 'indices': [5, 14]}, {'text': 'animal', 'indices': [27, 34]}]",Gamdom.com,2619
#BTC: LAST CYCLE vs. THIS CYCLE https://t.co/6p54TKhrPU,804289,True,2934,2022-03-07 06:24:15+00:00,"[{'text': 'BTC', 'indices': [0, 4]}]",MMCrypto,2784
sent you money #BTC @discovery_monk who’s next ? Rt + done,273463,True,461,2022-03-07 15:43:15+00:00,"[{'text': 'BTC', 'indices': [15, 19]}]",JAYE CANE,778
"DFINITY R&amp;D will discuss the upcoming #BTC 🤝 #ICP integration on Wednesday, March 9.

Set a reminder: https://t.co/lvUj6Gimho",562116,True,1914,2022-03-07 10:46:07+00:00,"[{'text': 'BTC', 'indices': [42, 46]}, {'text': 'ICP', 'indices': [49, 53]}]",DFINITY,1223
"2 weeks left: #BTC Supercharger 10x Booster Bonus 🚀
 
🔥 USD 2M reward allocation
💰 Stake $CRO &amp; earn $BTC
⭐ Chance… https://t.co/UiHc9BbGSo",1855791,True,9244,2022-03-07 08:02:26+00:00,"[{'text': 'BTC', 'indices': [14, 18]}]",Crypto.com,420
#BTC BART COMPLETED.. https://t.co/LjTEAvZsib https://t.co/OzUypsnjYq,804289,True,2934,2022-03-07 05:21:36+00:00,"[{'text': 'BTC', 'indices': [0, 4]}]",MMCrypto,1188
"#bitcoin Monthly squeeze at play here between the 10&amp;20 EMA.

Accending level of resistance, accending level of sup… https://t.co/Oq8GJzFqDC",121463,True,646,2022-03-07 16:21:47+00:00,"[{'text': 'bitcoin', 'indices': [0, 8]}]",CoinsKid,325
"5D GC closed inside for the 6th time after wicking outside how much longer can this key support hold. 

Is #btc abo… https://t.co/DA6kko4GJa",121463,True,646,2022-03-07 08:08:22+00:00,"[{'text': 'btc', 'indices': [107, 111]}]",CoinsKid,199
"To mayor @MicheleLugano and @paoloardoino, the best way for #btc and #usdt legal tender adoption in Lugano🇨🇭is to use #XPOS.",50835,True,209,2022-03-07 16:35:25+00:00,"[{'text': 'btc', 'indices': [60, 64]}, {'text': 'usdt', 'indices': [69, 74]}, {'text': 'XPOS', 'indices': [118, 123]}]",Zac Cheah,106
"We are ready...
Are you? 

The clock is ticking! 🕐 Just over a week until FEG (https://t.co/3UiQAAsry3) gets to sho… https://t.co/P47J7RlFRK",395149,True,570,2022-03-07 19:02:53+00:00,[],FEG (Feed Every Gorilla),3728
"Smart contract innovation continues to be #PoweredByChainlink.

@CyberKongz is using #Chainlink VRF on @0xPolygon t… https://t.co/Uey9oFUQ5b",779088,True,5070,2022-03-07 16:00:00+00:00,"[{'text': 'PoweredByChainlink', 'indices': [42, 61]}, {'text': 'Chainlink', 'indices': [85, 95]}]",Chainlink,911
"JUST IN: 🇺🇦 Ukraine’s government #Ethereum wallet reaches 7,000 #ETH donated.",708059,True,1449,2022-03-07 23:58:57+00:00,"[{'text': 'Ethereum', 'indices': [33, 42]}, {'text': 'ETH', 'indices': [64, 68]}]",Watcher.Guru,1766
"The number of active addresses has increased on most of the blockchains, especially Arbitrum, Polygon, &amp; Ronin 

7-… https://t.co/rpfBqhqaOl",106373,True,1721,2022-03-07 14:00:04+00:00,[],NansΞn🧭,96
"We are ready...
Are you? 

The clock is ticking! 🕐 Just over a week until FEG (https://t.co/3UiQAAsry3) gets to sho… https://t.co/P47J7RlFRK",395149,True,570,2022-03-07 19:02:53+00:00,[],FEG (Feed Every Gorilla),3728
JUST IN: President Joe Biden to sign an executive order this week related to #Bitcoin &amp; #cryptocurrency.,708059,True,1449,2022-03-07 20:54:59+00:00,"[{'text': 'Bitcoin', 'indices': [77, 85]}, {'text': 'cryptocurrency', 'indices': [92, 107]}]",Watcher.Guru,5488
JUST IN: The State of Florida has passed a bill to clarify state law and financial regulations regarding #Bitcoin &amp; #cryptocurrency,708059,True,1449,2022-03-07 21:17:20+00:00,"[{'text': 'Bitcoin', 'indices': [105, 113]}, {'text': 'cryptocurrency', 'indices': [120, 135]}]",Watcher.Guru,1468
Educate yourself on #cryptocurrency and you won’t be worried when these bearish accounts try to scared the sh*t out of you.,610961,True,2274,2022-03-07 13:51:08+00:00,"[{'text': 'cryptocurrency', 'indices': [20, 35]}]",David Gokhshtein,496
"“We've got some work to do here from a regulatory perspective. We got to get the markets to calm down a little bit,… https://t.co/5fL8GqPB3L",2437100,True,10788,2022-03-07 09:33:24+00:00,[],Bitcoin News,300
The Ukrainian government announces that $50 million in #cryptocurrency was raised within a week since Russia began… https://t.co/IxTM0Y3FyW,2437100,True,10788,2022-03-07 07:32:35+00:00,"[{'text': 'cryptocurrency', 'indices': [55, 70]}]",Bitcoin News,486
"""Could #bitcoin get to half a million dollars a coin? I believe it will,"" said the Skybridge Capital founder.… https://t.co/BcSB6njgRY",2437100,True,10788,2022-03-07 00:33:21+00:00,"[{'text': 'bitcoin', 'indices': [7, 15]}]",Bitcoin News,707
"Here’s facts. 

#cryptocurrency is a global thing. 

That’s all.",610961,True,2274,2022-03-07 19:38:05+00:00,"[{'text': 'cryptocurrency', 'indices': [16, 31]}]",David Gokhshtein,338
"#Crypto slips with $LUNA down 7%📉, $FTM losing 32% 📉 and #Bitcoin sliding to💲37,990. 

What's causing this downward… https://t.co/WhuYY3PGPy",1564890,True,6315,2022-03-07 15:00:00+00:00,"[{'text': 'Crypto', 'indices': [0, 7]}, {'text': 'Bitcoin', 'indices': [57, 65]}]",KUCOIN,314
"Market going down based on Biden’s announcement on #cryptocurrency, which is expected to happen this week. 

Have y… https://t.co/0Feh4iybrh",610961,True,2274,2022-03-07 19:36:46+00:00,"[{'text': 'cryptocurrency', 'indices': [51, 66]}]",David Gokhshtein,453
"$250 #Giveaway!

Guess the #animal and win $25!! 🤑

We'll select 10 correct answers randomly and award $25 to each… https://t.co/ZuBxD6fSUa",473758,True,142,2022-03-07 15:57:12+00:00,"[{'text': 'Giveaway', 'indices': [5, 14]}, {'text': 'animal', 'indices': [27, 34]}]",Gamdom.com,2619
"By giving customers easier access to buying, selling and holding #crypto, many businesses have seen increases in re… https://t.co/ldY3fLxaFS",2450481,True,12061,2022-03-07 17:11:19+00:00,"[{'text': 'crypto', 'indices': [65, 72]}]",Ripple,1897
#Crypto is a global asset class and an investment product. Trading crypto requires specific skills and cannot be co… https://t.co/jCgKtzFSyS,118990,True,234,2022-03-07 06:44:27+00:00,"[{'text': 'Crypto', 'indices': [0, 7]}]",Sumit Gupta (CoinDCX),1950
JUST IN: #Binance Charity has announced a $2.5 million #crypto donation to support UNICEF’s efforts in Ukraine.,708059,True,1449,2022-03-07 12:15:33+00:00,"[{'text': 'Binance', 'indices': [9, 17]}, {'text': 'crypto', 'indices': [55, 62]}]",Watcher.Guru,1321
JUST IN: FTX #crypto exchange has announced expansion into Europe after securing approval from regulators.,708059,True,1449,2022-03-07 11:30:07+00:00,"[{'text': 'crypto', 'indices': [13, 20]}]",Watcher.Guru,1686
JUST IN: Virginia Senate has passed a bill that allows banks to offer #Bitcoin &amp; #crypto custody services.,708059,True,1449,2022-03-07 20:08:41+00:00,"[{'text': 'Bitcoin', 'indices': [70, 78]}, {'text': 'crypto', 'indices': [85, 92]}]",Watcher.Guru,2198
"If you are truly bullish long term, then accumulating during this period is a gift. #bitcoin #crypto",916793,True,5533,2022-03-07 20:19:48+00:00,"[{'text': 'bitcoin', 'indices': [84, 92]}, {'text': 'crypto', 'indices': [93, 100]}]",Lark Davis,3145
"If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",1013019,True,3643,2022-03-07 08:31:01+00:00,"[{'text': 'crypto', 'indices': [25, 32]}]",The Moon,3104
The #crypto market is brutal right now. It just keeps beating investors down.,916793,True,5533,2022-03-07 01:57:57+00:00,"[{'text': 'crypto', 'indices': [4, 11]}]",Lark Davis,2715
Where can I spend #dogecoin? Learn how to spend #DOGE: https://t.co/eFEt5E6Mtb #crypto #bitpay https://t.co/3K3OjcMiOB,372255,True,2903,2022-03-07 18:00:02+00:00,"[{'text': 'dogecoin', 'indices': [18, 27]}, {'text': 'DOGE', 'indices': [48, 53]}, {'text': 'crypto', 'indices': [79, 86]}, {'text': 'bitpay', 'indices': [87, 94]}]",BitPay,981
"So many opportunities!🔥 Shill me the next x100 🚀

#crypto #BSCGems #altcoins",840626,True,213,2022-03-07 11:28:38+00:00,"[{'text': 'crypto', 'indices': [50, 57]}, {'text': 'BSCGems', 'indices': [58, 66]}, {'text': 'altcoins', 'indices': [67, 76]}]",Túlio,504
I want #crypto to pump 🚀,1013019,True,3643,2022-03-07 08:24:14+00:00,"[{'text': 'crypto', 'indices': [7, 14]}]",The Moon,2681
JUST IN: POTUS 🇺🇸 Biden to sign an executive order to outline the #crypto strategy this week.,1013019,True,3643,2022-03-07 19:36:08+00:00,"[{'text': 'crypto', 'indices': [66, 73]}]",The Moon,1097
"“We've got some work to do here from a regulatory perspective. We got to get the markets to calm down a little bit,… https://t.co/5fL8GqPB3L",2437100,True,10788,2022-03-07 09:33:24+00:00,[],Bitcoin News,300
